date,nav
2015-01-30,99.8575
2015-02-02,100.5512886527594
2015-02-03,100.37411352789019
2015-02-04,99.98993045718184
2015-02-05,99.12591835560636
2015-02-06,97.54101815211118
2015-02-09,96.27540247812149
2015-02-10,96.74725897126385
2015-02-11,98.55800052402105
2015-02-12,99.6345980512989
2015-02-13,100.26908692344023
2015-02-16,99.99030298095697
2015-02-18,101.00475301457436
2015-02-19,100.87828601435874
2015-02-20,101.01315119468566
2015-02-23,100.45100762485929
2015-02-24,100.04823621417945
2015-02-25,99.81327685193574
2015-02-26,98.90107072342985
2015-02-27,100.52812299175466
2015-02-28,100.25612071444968
2015-03-02,102.1888407445009
2015-03-03,103.09162099790969
2015-03-04,101.64975259475641
2015-03-05,103.34391094442294
2015-03-09,103.26137806741357
2015-03-10,103.96567173163389
2015-03-11,103.93941296803035
2015-03-12,105.03271209778488
2015-03-13,103.5981047167342
2015-03-16,105.37682440393883
2015-03-17,106.55013516715172
2015-03-18,107.4896555544699
2015-03-19,106.86004477747967
2015-03-20,102.9654411642708
2015-03-23,102.90557465137555
2015-03-24,103.3847590905336
2015-03-25,103.49352827357956
2015-03-26,101.70007803391138
2015-03-27,102.20956971607815
2015-03-30,105.20892775300355
2015-03-31,105.99525196548723
2015-04-01,108.58080499203379
2015-04-06,109.91944741418524
2015-04-07,110.48381468886116
2015-04-08,111.48967423342081
2015-04-09,110.70394401440022
2015-04-10,111.23826643880471
2015-04-13,110.84926026710559
2015-04-15,109.16676045228007
2015-04-16,108.07379479752034
2015-04-17,105.56745982469485
2015-04-20,102.99709032368362
2015-04-21,102.31362418677912
2015-04-22,102.83690085722323
2015-04-23,102.10578381854742
2015-04-24,98.4617893095032
2015-04-27,93.70709970940855
2015-04-28,95.41118334125524
2015-04-29,96.47963347806156
2015-04-30,96.36823874078262
2015-05-04,99.34926997092636
2015-05-05,99.98011686246402
2015-05-06,94.89296560892407
2015-05-07,91.55184335255697
2015-05-08,93.96326424706356
2015-05-11,95.97760218634959
2015-05-12,93.08594628145927
2015-05-13,94.23838457053795
2015-05-14,95.81490367583865
2015-05-15,96.35323874844447
2015-05-18,97.69355845739719
2015-05-19,98.14926045102223
2015-05-20,98.52233039915909
2015-05-21,98.56945711916254
2015-05-22,98.63268599910369
2015-05-25,98.06581996992979
2015-05-26,98.46069864313033
2015-05-27,99.95131154880035
2015-05-28,99.13744883572988
2015-05-29,100.28721355955321
2015-06-01,100.13434033013439
2015-06-02,98.13136302620127
2015-06-03,95.36088495171435
2015-06-04,95.79304281833697
2015-06-05,96.42814023948006
2015-06-08,95.01234597792154
2015-06-09,94.47969448086833
2015-06-10,95.77857818792742
2015-06-11,93.71036417077445
2015-06-12,93.682439334553
2015-06-15,94.08380328540927
2015-06-16,94.59302542172493
2015-06-17,95.87969107910936
2015-06-18,97.10896961021153
2015-06-19,97.4860505162243
2015-06-22,98.9552865358304
2015-06-23,99.63120093419244
2015-06-24,99.36770641571326
2015-06-25,99.83724044935798
2015-06-26,99.87313238630317
2015-06-29,98.4059437034543
2015-06-30,99.88455647009793
2015-07-01,100.81756838096436
2015-07-02,101.21440634428289
2015-07-03,101.41043530566327
2015-07-06,102.86451574997898
2015-07-07,103.32641637718089
2015-07-08,102.07367028406296
2015-07-09,101.7084066906123
2015-07-10,102.30017117979249
2015-07-13,103.97538580925129
2015-07-14,104.48485401492474
2015-07-15,104.5500210780383
2015-07-16,106.31436860839922
2015-07-17,106.58043021854783
2015-07-20,107.89017857365297
2015-07-21,106.16001279956062
2015-07-22,107.57225030506257
2015-07-23,106.88790871464639
2015-07-24,106.4732746089242
2015-07-27,106.29534635771813
2015-07-28,105.88927803598075
2015-07-29,106.18634409836106
2015-07-30,107.22579281106125
2015-07-31,108.2496399149786
2015-08-03,109.21692641351804
2015-08-04,110.35389387408037
2015-08-05,110.74413173565033
2015-08-06,110.67090745472224
2015-08-07,110.77356917615873
2015-08-10,110.95060774457681
2015-08-11,110.15259343169859
2015-08-12,107.80573959230631
2015-08-13,107.54282689442158
2015-08-14,109.54306558864711
2015-08-17,110.27349649029956
2015-08-18,113.06801522987483
2015-08-19,113.88157630222021
2015-08-20,111.942126872148
2015-08-21,110.82193685629699
2015-08-24,98.29796304660542
2015-08-25,100.75160831143597
2015-08-26,100.47323638704523
2015-08-27,103.49435968599397
2015-08-28,103.86472659922194
2015-08-31,103.41670989998978
2015-09-01,100.80708194380745
2015-09-02,101.18665033450407
2015-09-03,102.47524189122262
2015-09-04,99.90462967133759
2015-09-07,96.6737146184862
2015-09-08,97.31703127612981
2015-09-09,100.24590774513894
2015-09-10,100.81437100033638
2015-09-11,102.37835148561982
2015-09-14,103.75040389712511
2015-09-15,102.85796223728588
2015-09-16,101.42919302568309
2015-09-18,101.87542099616964
2015-09-21,103.28339171751996
2015-09-22,102.21777670935508
2015-09-23,103.78008434642324
2015-09-24,104.01679310043401
2015-09-28,104.57196060626237
2015-09-29,103.6808913650166
2015-09-30,105.37280672939858
2015-10-01,106.11869250756143
2015-10-05,107.8217903033756
2015-10-06,108.99482261375005
2015-10-07,108.20064448573376
2015-10-08,107.45134290831635
2015-10-09,107.07533957110965
2015-10-12,107.13014194246675
2015-10-13,107.4204542759851
2015-10-14,108.04044618858546
2015-10-15,108.42741294974758
2015-10-16,109.40106629178533
2015-10-19,110.20232125946048
2015-10-20,110.59787706830534
2015-10-21,110.0277970443485
2015-10-23,109.90811154528724
2015-10-26,108.53702875838239
2015-10-27,109.09033189744429
2015-10-28,109.35410178050742
2015-10-29,108.3853024797917
2015-10-30,107.85083135736556
2015-11-02,108.39194262879491
2015-11-03,109.09819142465489
2015-11-04,108.17445423363985
2015-11-05,107.1875729835223
2015-11-06,106.66098281276328
2015-11-09,107.81449609602949
2015-11-10,106.43377137992873
2015-11-11,107.32684031552762
