date,nav
2015-01-30,99.91
2015-02-02,100.20719975581234
2015-02-03,99.84472923059158
2015-02-04,99.57377011248455
2015-02-05,99.02205293924621
2015-02-06,98.01396562143945
2015-02-09,97.13831589344046
2015-02-10,97.58396707518452
2015-02-11,98.67235524122758
2015-02-12,99.31669355447784
2015-02-13,99.71443075873306
2015-02-16,99.69877478296831
2015-02-18,100.10601044677821
2015-02-19,99.92839182653044
2015-02-20,100.07728319154664
2015-02-23,99.5262676383433
2015-02-24,99.4045202909169
2015-02-25,99.1844833928785
2015-02-26,98.37883177266903
2015-02-27,99.40425699263722
2015-02-28,99.41339345520932
2015-03-02,100.6085397393946
2015-03-03,101.23420461984958
2015-03-04,100.3563115741622
2015-03-05,100.89908937380747
2015-03-09,100.38257771113892
2015-03-10,100.37959181556934
2015-03-11,100.37039033879125
2015-03-12,101.237420739439
2015-03-13,99.97817318613718
2015-03-16,100.07689779254784
2015-03-17,100.81782190675358
2015-03-18,100.81435181750882
2015-03-19,100.27443621704577
2015-03-20,99.02982805874669
2015-03-23,98.65829423005754
2015-03-24,98.6114714396412
2015-03-25,98.46933459289713
2015-03-26,97.81720713897447
2015-03-27,97.76043751515253
2015-03-30,99.08471647827884
2015-03-31,99.57951131834814
2015-04-01,100.80250247256102
2015-04-06,101.59544430547788
2015-04-07,101.860575975154
2015-04-08,102.57522250017777
2015-04-09,102.59173250113425
2015-04-10,103.22778341043565
2015-04-13,103.39412973175182
2015-04-15,102.97003389614035
2015-04-16,102.65587053623597
2015-04-17,101.59859551227291
2015-04-20,100.24280681799507
2015-04-21,99.95714919013025
2015-04-22,99.98683693428336
2015-04-23,100.16130616436733
2015-04-24,98.63421613464986
2015-04-27,96.5340230213544
2015-04-28,97.33551559217621
2015-04-29,97.81609233853928
2015-04-30,97.79914647094043
2015-05-04,99.26324517983674
2015-05-05,99.33866901587358
2015-05-06,96.72666157374263
2015-05-07,95.3954368501735
2015-05-08,96.55667612304748
2015-05-11,97.50777210537908
2015-05-12,96.12750977978673
2015-05-13,96.86415460495861
2015-05-14,97.67988144192137
2015-05-15,98.0807771341108
2015-05-18,98.87214407500322
2015-05-19,98.9371633944301
2015-05-20,99.13897114644625
2015-05-21,99.1675974135914
2015-05-22,98.82922660378841
2015-05-25,98.45933977078043
2015-05-26,98.31447351746236
2015-05-27,98.40023439619206
2015-05-28,98.34008738166196
2015-05-29,98.96452592957337
2015-06-01,98.88101898386198
2015-06-02,97.43223762365115
2015-06-03,95.55270302463572
2015-06-04,95.75352922460463
2015-06-05,95.87974843473538
2015-06-08,94.8994425564044
2015-06-09,94.61735111941738
2015-06-10,95.20014678334374
2015-06-11,94.10816723821884
2015-06-12,94.30157472103092
2015-06-15,94.62297823916894
2015-06-16,95.01334489728282
2015-06-17,95.76654029687262
2015-06-18,96.4580384448175
2015-06-19,96.8627145493005
2015-06-22,97.78388098815986
2015-06-23,97.86691996027625
2015-06-24,97.32615150249676
2015-06-25,97.58121720806393
2015-06-26,97.45249584358277
2015-06-29,96.67720001664243
2015-06-30,97.35646828454315
2015-07-01,98.22856255415023
2015-07-02,98.68174828675387
2015-07-03,98.81648899038062
2015-07-06,99.95149785277574
2015-07-07,100.30292617320868
2015-07-08,99.59988406499845
2015-07-09,99.13782679238854
2015-07-10,99.80951167437803
2015-07-13,100.85157641968327
2015-07-14,101.22049034967017
2015-07-15,101.2057129054355
2015-07-16,102.24174871874621
2015-07-17,102.23484425099966
2015-07-20,102.36040970179876
2015-07-21,101.04646925318485
2015-07-22,101.97105792164001
2015-07-23,101.85234896148617
2015-07-24,101.44846243315872
2015-07-27,100.76844444714001
2015-07-28,101.08095885085133
2015-07-29,101.70380440158813
2015-07-30,102.49532122790956
2015-07-31,102.62996922903338
2015-08-03,103.40527626114809
2015-08-04,104.09266569872956
2015-08-05,104.4584221016403
2015-08-06,104.12641263277467
2015-08-07,104.83282022570268
2015-08-10,104.4205494730127
2015-08-11,103.7068409499741
2015-08-12,101.6001639381189
2015-08-13,100.96873312108353
2015-08-14,102.85332977197702
2015-08-17,102.93193277255962
2015-08-18,104.05067131905493
2015-08-19,104.19029241333719
2015-08-20,102.63156949755194
2015-08-21,102.33464728530329
2015-08-24,94.96956081790908
2015-08-25,95.8459010170399
2015-08-26,96.25848561839459
2015-08-27,98.39332374700184
2015-08-28,98.59134997590823
2015-08-31,98.54747701048848
2015-09-01,96.89431880570471
2015-09-02,97.2250171948039
2015-09-03,97.80384380651029
2015-09-04,95.68532976175503
2015-09-07,94.2173496056915
2015-09-08,94.73351111283588
2015-09-09,96.39802449908801
2015-09-10,96.44973558481247
2015-09-11,97.60046862688012
2015-09-14,98.48110491257853
2015-09-15,98.04410500610966
2015-09-16,97.91301494659486
2015-09-18,98.71569126385405
2015-09-21,100.09789747767394
2015-09-22,98.55113129723392
2015-09-23,99.21191660227862
2015-09-24,99.45357600722421
2015-09-28,99.00159567946382
2015-09-29,98.52064842779157
2015-09-30,99.45881596979666
2015-10-01,99.6977467827851
2015-10-05,100.74580977986537
2015-10-06,101.23454519045292
2015-10-07,101.24504843859054
2015-10-08,100.8185494160209
2015-10-09,101.02926905217507
2015-10-12,101.16506485161523
2015-10-13,101.63555365700003
2015-10-14,101.70447646305065
2015-10-15,102.05431773103248
2015-10-16,102.39454825128973
2015-10-19,103.4671265103192
2015-10-20,103.11465002809382
2015-10-21,103.33238203922485
2015-10-23,103.04950366057467
2015-10-26,102.24538275108084
2015-10-27,102.45391576940146
2015-10-28,102.76932584784713
2015-10-29,102.45871943596839
2015-10-30,101.83266808496367
2015-11-02,101.91206413083812
2015-11-03,102.66017148636351
2015-11-04,102.35001024223298
2015-11-05,101.22315492206546
2015-11-06,100.71698996041064
2015-11-09,101.60061935054044
2015-11-10,100.2635604840945
2015-11-11,101.16706569370902
2015-11-13,100.7714969671686
2015-11-16,100.89429059533501
2015-11-17,100.79060055144741
2015-11-18,100.10825407155774
2015-11-19,101.16464469103828
2015-11-20,101.6341422394968
2015-11-23,101.9288049036956
2015-11-24,101.97837773634873
2015-11-26,102.39124303752745
2015-11-27,102.29947736470554
2015-11-30,102.71140688554036
2015-12-01,103.57240249386908
2015-12-02,103.86441965799698
2015-12-03,103.38534259717173
2015-12-04,102.73429478171465
2015-12-07,102.92348621415984
2015-12-08,101.93400801196378
2015-12-09,100.3674670377113
2015-12-10,101.46914856241334
2015-12-11,100.83481327317166
2015-12-14,101.40755641355636
2015-12-15,101.88321447175659
2015-12-16,101.94777576183286
2015-12-17,103.4578026484623
2015-12-18,103.2999134291178
2015-12-21,103.95634579528934
2015-12-22,103.73256355603468
2015-12-23,104.19301187449564
2015-12-24,104.4943773875433
2015-12-28,104.81603715366305
2015-12-29,104.81292855550642
2015-12-30,104.85685643872267
2015-12-31,105.34340796129871
2016-01-01,106.33838795068993
2016-01-04,105.29839422971129
2016-01-05,106.07816912008879
2016-01-06,106.27825095825705
2016-01-07,104.1162660532622
2016-01-08,105.09518962312323
2016-01-11,104.92104452113433
2016-01-12,104.41500826386769
2016-01-13,103.40135409457916
2016-01-14,102.56281359442627
2016-01-15,100.3219234488798
2016-01-18,97.4137099224805
2016-01-19,98.96468734685567
2016-01-20,97.71394351106737
2016-01-21,98.11667251452837
2016-01-22,99.14802044018883
2016-01-25,99.09077894758899
2016-01-27,99.43751234154256
2016-01-28,99.27443871578015
2016-01-29,99.97580482748769
2016-02-01,100.12705592601719
2016-02-02,98.88399829547352
2016-02-03,97.58801139733276
2016-02-04,97.25356897102931
2016-02-05,98.59366272954027
2016-02-08,98.35966215000315
2016-02-09,97.34597869194072
2016-02-10,96.38694117934062
2016-02-11,93.27769019679866
2016-02-12,92.95889691233322
2016-02-15,95.36412518486873
2016-02-16,93.64734476417561
2016-02-17,94.36960551166595
2016-02-18,94.5870366186171
2016-02-19,94.57037806917812
2016-02-22,94.59489918617012
2016-02-23,93.82236899787932
2016-02-24,93.25915397148964
2016-02-25,92.88135879898024
2016-02-26,92.93507200148608
2016-02-29,92.80835994828561
2016-03-01,94.78486935298002
2016-03-02,96.0913013004322
2016-03-03,97.14375451339804
2016-03-04,97.73593373569608
2016-03-08,97.95480306840632
2016-03-09,98.07558482227094
2016-03-10,98.03032608286951
2016-03-11,97.81846126281124
2016-03-14,98.20079632753924
2016-03-15,97.78269653131865
2016-03-16,97.64171858389571
2016-03-17,97.97789327551092
2016-03-18,98.6533677195229
2016-03-21,99.22214999414572
2016-03-22,99.50815398460675
2016-03-23,99.7920386604359
2016-03-28,98.50279551991527
2016-03-29,98.44892429985892
2016-03-30,99.92761063242492
2016-03-31,100.18332060488308
2016-04-01,100.4666409637829
2016-04-04,101.05996938930251
2016-04-05,99.81848600207124
2016-04-06,100.67194463307727
2016-04-07,100.12527719252274
2016-04-08,100.68193732110076
2016-04-11,101.40739562421503
2016-04-12,101.7825346267671
2016-04-13,102.56643602198623
2016-04-18,103.60701023538832
2016-04-20,104.26176854848102
2016-04-21,104.04004155621315
2016-04-22,104.06705416774662
2016-04-25,103.84230258183572
2016-04-26,104.45810347916701
2016-04-27,104.49164188148409
2016-04-28,103.2981852784018
2016-04-29,103.4054785494728
2016-05-02,103.6501095888726
2016-05-03,103.29009532200165
2016-05-04,102.21089740985173
2016-05-05,102.07835210468369
2016-05-06,102.30564589174365
2016-05-09,103.20721196003538
2016-05-10,103.00140251230215
2016-05-11,102.82470264952076
2016-05-12,103.5580050134841
2016-05-13,103.28574075524679
2016-05-16,103.36842629203286
2016-05-17,103.5192433684722
2016-05-18,103.79872486643337
2016-05-19,103.23746724449185
2016-05-20,102.64343007236316
2016-05-23,102.40321034931802
2016-05-24,101.91151640428514
2016-05-25,102.98942298500234
2016-05-26,103.4659238167072
2016-05-27,104.33689990689027
2016-05-30,104.46084762461885
2016-05-31,104.4612828048228
2016-06-01,104.6384526932612
2016-06-02,104.87595395957031
2016-06-03,104.8900995598483
2016-06-06,105.09664635042247
2016-06-07,105.74484898746873
2016-06-08,106.1753936572979
2016-06-09,106.01794167569025
2016-06-10,106.10979969955324
2016-06-13,106.13707740753898
2016-06-14,106.53092898826836
2016-06-15,106.9915151815925
2016-06-16,106.88784161242687
2016-06-17,107.27817205061304
2016-06-20,107.78394658526537
2016-06-21,107.91192700750602
2016-06-22,107.36498791542579
2016-06-23,107.31803970047288
2016-06-24,105.88094863969305
2016-06-27,107.02032620052987
2016-06-28,107.49766672713226
2016-06-29,108.5021089615788
2016-06-30,109.49557541680363
2016-07-01,110.25353607495359
2016-07-04,110.97562343345548
2016-07-05,110.88576524347994
2016-07-07,111.12302693852918
2016-07-08,111.00374660299147
2016-07-11,111.77755951004207
2016-07-12,112.45844047634652
2016-07-13,111.83962223087859
2016-07-14,112.6045304343028
2016-07-15,112.36553611136024
2016-07-18,111.96027419866452
2016-07-19,112.34565585142384
2016-07-20,113.26894779729552
2016-07-21,113.06066493054277
2016-07-22,113.97427116117368
2016-07-25,114.97728672513269
2016-07-26,114.54305101071643
2016-07-27,115.32281209730847
2016-07-28,116.10170927887073
2016-07-29,116.17027543974031
2016-08-01,116.49230892288017
2016-08-02,115.64107891036657
2016-08-03,114.47411210977434
2016-08-04,114.75003320523749
2016-08-05,116.67545257904466
2016-08-08,116.94163922103186
2016-08-09,116.14534471498169
2016-08-10,115.06503941145465
2016-08-11,114.85954260103063
2016-08-12,114.9185180621136
2016-08-16,115.45363929464163
2016-08-17,115.79612386144284
2016-08-18,116.95047801699337
2016-08-19,117.6277003488272
2016-08-22,117.44975233678453
2016-08-23,117.14195531966098
2016-08-24,117.449529810581
2016-08-25,117.20451461152184
2016-08-26,117.1550885825582
2016-08-29,117.0652628806373
2016-08-30,118.1308154887473
2016-08-31,117.87372247462882
2016-09-01,117.46759391936477
2016-09-02,117.93550856058499
2016-09-06,118.96953038387464
2016-09-07,119.30595120543309
2016-09-08,119.82382537082773
2016-09-09,119.12456273212241
