sym,fy,sales,sales_src,pat,pat_src,networth,networth_src,total_assets,total_assets_src,total_debt,total_debt_src,capex
ASTRAL,2008,,,,,,,147.69735467424462,legacy_rescaled,,,0.0
ASTRAL,2009,,,,,,,196.63647815263008,legacy_rescaled,,,-37.42999999999999
ASTRAL,2010,,,,,,,261.2653206211232,legacy_rescaled,,,-17.85
ASTRAL,2011,,,,,,,330.0240891207918,legacy_rescaled,,,-37.99
ASTRAL,2012,,,,,,,480.3613965123012,legacy_rescaled,,,-69.56
ASTRAL,2013,,,,,,,544.2102529506933,legacy_rescaled,,,-68.08
ASTRAL,2014,,,,,,,694.3475639242282,legacy_rescaled,,,-0.5499999999999999
ASTRAL,2015,1410.0,vistas,78.0,vistas,619.0,vistas,1165.0,vistas,203.0,vistas,-258.81
ASTRAL,2016,1678.0,vistas,102.0,vistas,708.0,vistas,1301.0,vistas,197.0,vistas,-68.67
ASTRAL,2017,1895.0,vistas,145.0,vistas,847.0,vistas,1462.0,vistas,229.0,vistas,0.57
ASTRAL,2018,2073.0,vistas,176.0,vistas,1018.0,vistas,1675.0,vistas,189.0,vistas,-187.73000000000002
ASTRAL,2019,2507.0,vistas,197.0,vistas,1278.0,vistas,2099.0,vistas,275.0,vistas,-223.6
ASTRAL,2020,2578.0,vistas,250.0,vistas,1503.0,vistas,2289.0,vistas,191.0,vistas,-213.29999999999998
ASTRAL,2021,3176.0,vistas,408.0,vistas,1896.0,vistas,2673.0,vistas,80.0,vistas,-171.1
ASTRAL,2022,4394.0,vistas,490.0,vistas,2336.0,vistas,3387.0,vistas,98.0,vistas,-344.6
ASTRAL,2023,5158.0,vistas,472.0,vistas,2711.0,vistas,4362.0,vistas,87.0,vistas,-309.9
ASTRAL,2024,5641.0,vistas,546.0,vistas,3188.0,vistas,4496.0,vistas,119.0,vistas,-744.1999999999999
ASTRAL,2025,5832.0,vistas,519.0,vistas,3617.0,vistas,5048.0,vistas,233.0,vistas,-539.4
ASTRAL,2026,6569.0,vistas,535.0,vistas,4058.0,vistas,5812.0,vistas,250.0,vistas,
ASTRAMICRO,2000,,,,,,,12.09701768439214,legacy_rescaled,,,
ASTRAMICRO,2001,,,,,,,16.905832152319924,legacy_rescaled,,,-1.69
ASTRAMICRO,2002,,,,,,,28.09307412656356,legacy_rescaled,,,
ASTRAMICRO,2003,21.489876289542398,legacy_rescaled,4.399722895739521,legacy_rescaled,20.90428249436514,legacy_rescaled,36.840917493376054,legacy_rescaled,4.336559501767379,legacy_rescaled,-4.52
ASTRAMICRO,2004,34.853580754248526,legacy_rescaled,7.513682022861102,legacy_rescaled,22.612997746055594,legacy_rescaled,46.92843058722041,legacy_rescaled,9.52440666554452,legacy_rescaled,-12.51
ASTRAMICRO,2005,68.24784897906767,legacy_rescaled,16.99618981641843,legacy_rescaled,36.52253944402704,legacy_rescaled,81.33994700844168,legacy_rescaled,16.104359535431744,legacy_rescaled,-13.03
ASTRAMICRO,2006,104.93056804075168,legacy_rescaled,36.88534811222722,legacy_rescaled,67.07956423741547,legacy_rescaled,157.62114116704666,legacy_rescaled,18.127419626325537,legacy_rescaled,-29.87
ASTRAMICRO,2007,106.02005479217497,legacy_rescaled,27.44302043643921,legacy_rescaled,91.57114951164537,legacy_rescaled,185.65423008195208,legacy_rescaled,35.944369634741626,legacy_rescaled,-25.71
ASTRAMICRO,2008,126.48041607807885,legacy_rescaled,20.391409767925182,legacy_rescaled,112.36551465063862,legacy_rescaled,231.66288742374763,legacy_rescaled,69.5451944117152,legacy_rescaled,-30.919999999999998
ASTRAMICRO,2009,117.80450323188218,legacy_rescaled,15.770696224454449,legacy_rescaled,124.97603305785123,legacy_rescaled,223.23496518577858,legacy_rescaled,41.332519777815186,legacy_rescaled,-10.030000000000001
ASTRAMICRO,2010,107.38940969992721,legacy_rescaled,7.00138552130239,legacy_rescaled,130.16213373403454,legacy_rescaled,262.68523938628385,legacy_rescaled,47.37165460360208,legacy_rescaled,-13.75
ASTRAMICRO,2011,162.1336201361243,legacy_rescaled,18.733979909941112,legacy_rescaled,145.79038317054847,legacy_rescaled,269.3935855567195,legacy_rescaled,36.02449082646019,legacy_rescaled,-6.840000000000001
ASTRAMICRO,2012,202.3046958606224,legacy_rescaled,31.702112919986142,legacy_rescaled,171.18129226145754,legacy_rescaled,306.3144833323064,legacy_rescaled,59.40986365931661,legacy_rescaled,-14.94
ASTRAMICRO,2013,227.36289114335858,legacy_rescaled,37.44786976099758,legacy_rescaled,200.73906836964687,legacy_rescaled,498.6670620494177,legacy_rescaled,46.40018515401447,legacy_rescaled,-26.91
ASTRAMICRO,2014,530.9098925559692,legacy_rescaled,51.23969518531347,legacy_rescaled,241.00879038317052,legacy_rescaled,564.4908343089531,legacy_rescaled,60.89210570611008,legacy_rescaled,-41.300000000000004
ASTRAMICRO,2015,622.0,vistas,63.0,vistas,291.0,vistas,495.0,vistas,92.0,vistas,-33.74
ASTRAMICRO,2016,406.0,vistas,56.0,vistas,399.0,vistas,551.0,vistas,70.0,vistas,-21.31
ASTRAMICRO,2017,390.0,vistas,58.0,vistas,450.0,vistas,649.0,vistas,138.0,vistas,-72.33
ASTRAMICRO,2018,362.0,vistas,61.0,vistas,501.0,vistas,676.0,vistas,95.0,vistas,-33.8
ASTRAMICRO,2019,293.0,vistas,10.0,vistas,499.0,vistas,615.0,vistas,17.0,vistas,-29.45
ASTRAMICRO,2020,467.0,vistas,44.0,vistas,540.0,vistas,895.0,vistas,60.0,vistas,-18.040000000000003
ASTRAMICRO,2021,641.0,vistas,29.0,vistas,558.0,vistas,945.0,vistas,122.0,vistas,-9.43
ASTRAMICRO,2022,750.0,vistas,38.0,vistas,585.0,vistas,969.0,vistas,70.0,vistas,-27.880000000000003
ASTRAMICRO,2023,816.0,vistas,70.0,vistas,642.0,vistas,1057.0,vistas,186.0,vistas,-33.660000000000004
ASTRAMICRO,2024,909.0,vistas,121.0,vistas,966.0,vistas,1474.0,vistas,238.0,vistas,-47.46
ASTRAMICRO,2025,1051.0,vistas,154.0,vistas,1098.0,vistas,1851.0,vistas,424.0,vistas,-78.67999999999999
ASTRAMICRO,2026,1163.0,vistas,193.0,vistas,1315.0,vistas,1988.0,vistas,288.0,vistas,
ASTRON,2018,251.0,vistas,21.0,vistas,126.0,vistas,232.0,vistas,75.0,vistas,
ASTRON,2019,373.0,vistas,28.0,vistas,151.0,vistas,313.0,vistas,68.0,vistas,
ASTRON,2020,358.0,vistas,13.0,vistas,165.0,vistas,329.0,vistas,73.0,vistas,
ASTRON,2021,434.0,vistas,10.0,vistas,175.0,vistas,323.0,vistas,58.0,vistas,
ASTRON,2022,512.0,vistas,8.0,vistas,183.0,vistas,350.0,vistas,76.0,vistas,
ASTRON,2023,395.0,vistas,-24.0,vistas,159.0,vistas,312.0,vistas,84.0,vistas,
ASTRON,2024,311.0,vistas,-11.0,vistas,148.0,vistas,294.0,vistas,83.0,vistas,
ASTRON,2025,96.0,vistas,-57.0,vistas,91.0,vistas,217.0,vistas,78.0,vistas,
ASTRON,2026,3.0,vistas,-21.0,vistas,68.0,vistas,203.0,vistas,77.0,vistas,
ATALREAL,2025,96.0,vistas,4.0,vistas,67.0,vistas,90.0,vistas,15.0,vistas,
ATALREAL,2026,120.0,vistas,6.0,vistas,96.0,vistas,119.0,vistas,14.0,vistas,
ATGL,2009,,,,,,,788.1474275726607,legacy_rescaled,,,-127.73
ATGL,2010,,,,,,,908.2555116238079,legacy_rescaled,,,-88.78
ATGL,2011,,,,,,,994.4741362752935,legacy_rescaled,,,-105.97
ATGL,2012,,,,,,,1060.2930863397885,legacy_rescaled,,,-112.85
ATGL,2013,,,,,,,1196.7809091034312,legacy_rescaled,,,-125.89
ATGL,2014,,,,,,,1188.8010363973438,legacy_rescaled,,,-56.6
ATGL,2015,,,,,,,1255.8099674794132,legacy_rescaled,,,-30.799999999999997
ATGL,2016,,,,,,,1434.0171247415478,legacy_rescaled,,,-86.61
ATGL,2017,,,,,,,1659.7735235042403,legacy_rescaled,,,-122.55000000000001
ATGL,2018,1374.0,vistas,162.0,vistas,1016.0,vistas,2803.0,vistas,1345.0,vistas,-140.07
ATGL,2019,1719.0,vistas,229.0,vistas,1102.0,vistas,2048.0,vistas,394.0,vistas,-240.69
ATGL,2020,1875.0,vistas,436.0,vistas,1471.0,vistas,2476.0,vistas,428.0,vistas,-441.53999999999996
ATGL,2021,1696.0,vistas,463.0,vistas,1934.0,vistas,3204.0,vistas,529.0,vistas,-606.3399999999999
ATGL,2022,3038.0,vistas,509.0,vistas,2416.0,vistas,4415.0,vistas,1035.0,vistas,-950.37
ATGL,2023,4378.0,vistas,546.0,vistas,2941.0,vistas,5645.0,vistas,1422.0,vistas,-1175.37
ATGL,2024,4475.0,vistas,668.0,vistas,3580.0,vistas,6592.0,vistas,1557.0,vistas,-799.24
ATGL,2025,5000.0,vistas,654.0,vistas,4207.0,vistas,7665.0,vistas,1834.0,vistas,-940.8499999999999
ATGL,2026,5894.0,vistas,656.0,vistas,4865.0,vistas,9549.0,vistas,2255.0,vistas,
ATL,2022,128.0,vistas,4.0,vistas,3.0,vistas,188.0,vistas,113.0,vistas,
ATL,2023,706.0,vistas,59.0,vistas,206.0,vistas,774.0,vistas,414.0,vistas,
ATL,2024,733.0,vistas,45.0,vistas,238.0,vistas,782.0,vistas,419.0,vistas,
ATL,2025,758.0,vistas,30.0,vistas,268.0,vistas,955.0,vistas,548.0,vistas,
ATL,2026,821.0,vistas,44.0,vistas,352.0,vistas,1248.0,vistas,769.0,vistas,
ATLANTAA,2015,540.58,vistas,48.39,vistas,723.2099999999999,vistas,1970.93,vistas,891.91,vistas,
ATLANTAA,2016,159.28,vistas,-39.58,vistas,686.62,vistas,1787.75,vistas,956.6,vistas,
ATLANTAA,2017,262.91,vistas,29.88,vistas,465.09000000000003,vistas,1746.92,vistas,1018.58,vistas,
ATLANTAA,2018,189.65,vistas,-62.73,vistas,391.98,vistas,1655.25,vistas,1061.31,vistas,
ATLANTAA,2019,48.21,vistas,-92.02,vistas,312.81,vistas,1628.39,vistas,1128.14,vistas,
ATLANTAA,2020,96.22,vistas,-798.34,vistas,-483.47999999999996,vistas,742.03,vistas,1014.71,vistas,
ATLANTAA,2021,88.33,vistas,-70.14,vistas,-568.25,vistas,726.85,vistas,1104.18,vistas,
ATLANTAA,2022,234.5,vistas,-402.47,vistas,-331.33,vistas,569.06,vistas,823.05,vistas,
ATLANTAA,2023,51.65,vistas,-32.4,vistas,-384.59,vistas,518.26,vistas,819.55,vistas,
ATLANTAA,2024,132.77,vistas,467.86,vistas,157.79000000000002,vistas,470.37,vistas,247.54,vistas,
ATLANTAA,2025,68.1,vistas,42.57,vistas,210.36,vistas,572.23,vistas,314.24,vistas,
ATLANTAA,2026,73.9,vistas,-1.71,vistas,212.58,vistas,565.9,vistas,317.62,vistas,
ATLANTAELE,2021,391.0,vistas,7.0,vistas,86.0,vistas,355.0,vistas,56.0,vistas,
ATLANTAELE,2022,595.0,vistas,17.0,vistas,104.0,vistas,436.0,vistas,76.0,vistas,
ATLANTAELE,2023,874.0,vistas,87.0,vistas,165.0,vistas,561.0,vistas,74.0,vistas,
ATLANTAELE,2024,868.0,vistas,64.0,vistas,228.0,vistas,559.0,vistas,49.0,vistas,
ATLANTAELE,2025,1244.0,vistas,119.0,vistas,350.0,vistas,866.0,vistas,146.0,vistas,
ATLANTAELE,2026,1852.0,vistas,202.0,vistas,929.0,vistas,1509.0,vistas,51.0,vistas,
ATLASCYCLE,2013,678.32,vistas,2.77,vistas,126.29,vistas,456.98,vistas,106.36,vistas,
ATLASCYCLE,2014,650.12,vistas,-10.08,vistas,116.22,vistas,430.02,vistas,109.62,vistas,
ATLASCYCLE,2015,594.59,vistas,-18.95,vistas,97.27,vistas,359.28,vistas,102.98,vistas,
ATLASCYCLE,2016,570.99,vistas,-3.28,vistas,93.99,vistas,336.87,vistas,69.64,vistas,
ATLASCYCLE,2017,684.28,vistas,3.17,vistas,99.07,vistas,359.24,vistas,91.83,vistas,
ATLASCYCLE,2018,649.87,vistas,-1.62,vistas,97.45,vistas,385.46,vistas,52.75,vistas,
ATLASCYCLE,2019,538.36,vistas,-45.84,vistas,51.61,vistas,289.51,vistas,60.52,vistas,
ATLASCYCLE,2020,155.9,vistas,3.11,vistas,54.72,vistas,188.99,vistas,9.26,vistas,
ATLASCYCLE,2021,17.3,vistas,-35.24,vistas,19.48,vistas,152.94,vistas,9.0,vistas,
ATLASCYCLE,2022,3.42,vistas,-28.75,vistas,-9.26,vistas,135.98,vistas,9.0,vistas,
ATLASCYCLE,2023,1.73,vistas,-23.3,vistas,-32.56,vistas,115.23,vistas,9.0,vistas,
ATLASCYCLE,2024,6.36,vistas,0.66,vistas,378.03,vistas,482.25,vistas,9.0,vistas,
ATUL,2000,473.9702611156706,legacy_rescaled,-5.316826163709003,legacy_rescaled,246.9078259215823,legacy_rescaled,737.5414945116403,legacy_rescaled,357.29352162624275,legacy_rescaled,-8.590000000000002
ATUL,2001,524.00134425268,legacy_rescaled,15.261822911827558,legacy_rescaled,258.5881961393388,legacy_rescaled,714.1414470951308,legacy_rescaled,327.0062693939586,legacy_rescaled,-7.3500000000000005
ATUL,2002,557.7820755812465,legacy_rescaled,16.061878658366627,legacy_rescaled,245.06776759960692,legacy_rescaled,733.3314859807214,legacy_rescaled,322.14349946171865,legacy_rescaled,-14.46
ATUL,2003,606.7331353365256,legacy_rescaled,37.724147542506735,legacy_rescaled,274.1086880725221,legacy_rescaled,761.3515427589518,legacy_rescaled,278.79880944841995,legacy_rescaled,-60.669999999999995
ATUL,2004,598.2829523961352,legacy_rescaled,1.184892687912292,legacy_rescaled,270.06856001775014,legacy_rescaled,770.461561218969,legacy_rescaled,300.53118865176367,legacy_rescaled,-60.7
ATUL,2005,709.7553656938055,legacy_rescaled,11.028616556722104,legacy_rescaled,188.47597388189797,legacy_rescaled,772.2315648056023,legacy_rescaled,361.24577290861885,legacy_rescaled,-30.86
ATUL,2006,848.7483747926052,legacy_rescaled,40.418006132119295,legacy_rescaled,271.5286062949697,legacy_rescaled,851.8517261433153,legacy_rescaled,351.95047812044834,legacy_rescaled,-52.66
ATUL,2007,927.8000862053694,legacy_rescaled,27.09049521508873,legacy_rescaled,291.69924561792766,legacy_rescaled,906.89183767343,legacy_rescaled,372.1820024064341,legacy_rescaled,-41.5
ATUL,2008,1033.322370687025,legacy_rescaled,31.80981139087615,legacy_rescaled,311.7598814542457,legacy_rescaled,1123.9022774108964,legacy_rescaled,430.31511620543347,legacy_rescaled,-60.08
ATUL,2009,1210.2062000948652,legacy_rescaled,42.95995540276875,legacy_rescaled,343.9409014548797,legacy_rescaled,1062.1121522029428,legacy_rescaled,369.72060034196693,legacy_rescaled,-64.11999999999999
ATUL,2010,1192.005806069409,legacy_rescaled,57.67490476632909,legacy_rescaled,377.2119560049446,legacy_rescaled,1137.4623048881556,legacy_rescaled,295.24817934266355,legacy_rescaled,-22.13
ATUL,2011,1531.9531656855393,legacy_rescaled,84.6539998141782,legacy_rescaled,462.00464357031916,legacy_rescaled,1264.8425630041802,legacy_rescaled,327.40649737192075,legacy_rescaled,-70.47999999999999
ATUL,2012,1792.4388050125076,legacy_rescaled,92.58366626405277,legacy_rescaled,539.8071095755807,legacy_rescaled,1458.6829557911972,legacy_rescaled,392.62364638084983,legacy_rescaled,-127.79999999999998
ATUL,2013,2042.9242278419724,legacy_rescaled,117.0714484809068,legacy_rescaled,642.6403689498874,legacy_rescaled,1563.8831689628548,legacy_rescaled,370.23089101386864,legacy_rescaled,-101.77
ATUL,2014,2457.8032096738953,legacy_rescaled,221.70658738269998,legacy_rescaled,839.6766141557575,legacy_rescaled,1817.7936834725094,legacy_rescaled,367.289215375847,legacy_rescaled,-108.57000000000001
ATUL,2015,2637.0,vistas,240.0,vistas,1039.0,vistas,1823.0,vistas,299.0,vistas,-177.63000000000002
ATUL,2016,2595.0,vistas,274.0,vistas,1615.0,vistas,2465.0,vistas,316.0,vistas,-370.14
ATUL,2017,2834.0,vistas,323.0,vistas,1966.0,vistas,2724.0,vistas,168.0,vistas,-212.03
ATUL,2018,3514.0,vistas,281.0,vistas,2244.0,vistas,3009.0,vistas,16.0,vistas,-143.04
ATUL,2019,4038.0,vistas,436.0,vistas,2706.0,vistas,3543.0,vistas,55.0,vistas,-208.35
ATUL,2020,4093.0,vistas,671.0,vistas,3155.0,vistas,4144.0,vistas,108.0,vistas,-373.42
ATUL,2021,3731.0,vistas,660.0,vistas,3827.0,vistas,4935.0,vistas,133.0,vistas,-321.53999999999996
ATUL,2022,5081.0,vistas,605.0,vistas,4429.0,vistas,5690.0,vistas,144.0,vistas,-590.52
ATUL,2023,5428.0,vistas,507.0,vistas,4672.0,vistas,5752.0,vistas,52.0,vistas,-873.89
ATUL,2024,4726.0,vistas,324.0,vistas,5114.0,vistas,6455.0,vistas,237.0,vistas,-503.48
ATUL,2025,5583.0,vistas,499.0,vistas,5598.0,vistas,6980.0,vistas,202.0,vistas,-268.72
ATUL,2026,6274.0,vistas,689.0,vistas,6221.0,vistas,7900.0,vistas,183.0,vistas,
ATULAUTO,2008,80.0,vistas,1.0,vistas,34.0,vistas,147.0,vistas,87.0,vistas,
ATULAUTO,2016,531.0,vistas,47.0,vistas,153.0,vistas,221.0,vistas,0.0,vistas,
ATULAUTO,2017,475.0,vistas,37.0,vistas,184.0,vistas,245.0,vistas,0.0,vistas,
ATULAUTO,2018,556.0,vistas,48.0,vistas,221.0,vistas,301.0,vistas,0.0,vistas,
ATULAUTO,2019,667.0,vistas,55.0,vistas,262.0,vistas,357.0,vistas,0.0,vistas,
ATULAUTO,2020,625.0,vistas,54.0,vistas,308.0,vistas,380.0,vistas,1.0,vistas,
ATULAUTO,2021,296.0,vistas,-8.0,vistas,300.0,vistas,388.0,vistas,16.0,vistas,
ATULAUTO,2022,315.0,vistas,-25.0,vistas,277.0,vistas,545.0,vistas,188.0,vistas,
ATULAUTO,2023,513.0,vistas,3.0,vistas,348.0,vistas,609.0,vistas,171.0,vistas,
ATULAUTO,2024,527.0,vistas,7.0,vistas,420.0,vistas,655.0,vistas,144.0,vistas,
ATULAUTO,2025,723.0,vistas,18.0,vistas,441.0,vistas,671.0,vistas,110.0,vistas,
ATULAUTO,2026,824.0,vistas,43.0,vistas,484.0,vistas,769.0,vistas,145.0,vistas,
AUBANK,2010,,,14.042631584600022,legacy_rescaled,40.053857971080205,legacy_rescaled,173.60436784284622,legacy_rescaled,,,
AUBANK,2011,,,50.03205953601797,legacy_rescaled,89.0685790487991,legacy_rescaled,283.34127569929876,legacy_rescaled,,,
AUBANK,2012,,,45.931848119755,legacy_rescaled,307.479616309828,legacy_rescaled,1167.3624582773566,legacy_rescaled,,,
AUBANK,2013,,,83.13000891642967,legacy_rescaled,441.90256387269665,legacy_rescaled,3138.999215907701,legacy_rescaled,,,
AUBANK,2014,,,101.0,vistas,649.0,vistas,3377.0,vistas,,,
AUBANK,2015,,,163.0,vistas,838.0,vistas,4823.0,vistas,,,
AUBANK,2016,,,247.0,vistas,1066.0,vistas,7933.0,vistas,,,
AUBANK,2017,,,762.0,vistas,1987.0,vistas,9812.0,vistas,,,
AUBANK,2018,,,346.55081692830635,legacy_rescaled,2281.3997434823655,legacy_rescaled,18839.101894108866,legacy_rescaled,,,
AUBANK,2019,,,453.58292534358685,legacy_rescaled,3163.1946776067384,legacy_rescaled,32639.100169331945,legacy_rescaled,,,
AUBANK,2020,,,800.5603538643367,legacy_rescaled,4377.23161314366,legacy_rescaled,42115.02856522275,legacy_rescaled,,,
AUBANK,2021,,,1388.1348702012338,legacy_rescaled,6275.814483862728,legacy_rescaled,51556.95960563339,legacy_rescaled,,,
AUBANK,2022,,,1339.4537473746202,legacy_rescaled,7514.733816061833,legacy_rescaled,69031.81018265532,legacy_rescaled,,,
AUBANK,2023,,,1692.7473975279372,legacy_rescaled,10978.407435676338,legacy_rescaled,90156.06001491295,legacy_rescaled,,,
AUBANK,2024,,,1888.550268137512,legacy_rescaled,12560.739845281423,legacy_rescaled,109352.82368228312,legacy_rescaled,,,
AUBANK,2025,,,2495.5948635406517,legacy_rescaled,17167.943609247803,legacy_rescaled,157740.59418050217,legacy_rescaled,,,
AURIONPRO,2015,737.0,vistas,-144.0,vistas,484.0,vistas,825.0,vistas,209.0,vistas,
AURIONPRO,2016,710.0,vistas,55.0,vistas,594.0,vistas,925.0,vistas,195.0,vistas,
AURIONPRO,2017,493.0,vistas,42.0,vistas,324.0,vistas,701.0,vistas,110.0,vistas,
AURIONPRO,2018,418.0,vistas,114.0,vistas,410.0,vistas,814.0,vistas,73.0,vistas,
AURIONPRO,2019,522.0,vistas,61.0,vistas,498.0,vistas,917.0,vistas,115.0,vistas,
AURIONPRO,2020,470.0,vistas,32.0,vistas,544.0,vistas,976.0,vistas,154.0,vistas,
AURIONPRO,2021,374.0,vistas,-192.0,vistas,337.0,vistas,615.0,vistas,124.0,vistas,
AURIONPRO,2022,505.0,vistas,76.0,vistas,397.0,vistas,647.0,vistas,61.0,vistas,
AURIONPRO,2023,659.0,vistas,102.0,vistas,498.0,vistas,849.0,vistas,88.0,vistas,
AURIONPRO,2024,887.0,vistas,143.0,vistas,930.0,vistas,1398.0,vistas,81.0,vistas,
AURIONPRO,2025,1173.0,vistas,188.0,vistas,1504.0,vistas,1948.0,vistas,31.0,vistas,
AURIONPRO,2026,1411.0,vistas,212.0,vistas,1738.0,vistas,2335.0,vistas,61.0,vistas,
AUROPHARMA,2000,691.9906137813618,legacy_rescaled,74.33444730330544,legacy_rescaled,210.71202348294,legacy_rescaled,448.5380941870453,legacy_rescaled,140.90788862500656,legacy_rescaled,-52.72
AUROPHARMA,2001,918.3440856005058,legacy_rescaled,68.64787704926114,legacy_rescaled,276.4226545069255,legacy_rescaled,639.2272839594796,legacy_rescaled,225.89661514717892,legacy_rescaled,-40.7
AUROPHARMA,2002,1067.6663759121232,legacy_rescaled,65.12619406737055,legacy_rescaled,355.9534182466541,legacy_rescaled,969.4958806669205,legacy_rescaled,426.53360878653257,legacy_rescaled,-103.5
AUROPHARMA,2003,1241.6790449258153,legacy_rescaled,77.62667218722582,legacy_rescaled,495.95476268978257,legacy_rescaled,1589.0032484152068,legacy_rescaled,696.519563295549,legacy_rescaled,-377.56
AUROPHARMA,2004,1458.1723655095418,legacy_rescaled,104.84239789430102,legacy_rescaled,689.1866183093947,legacy_rescaled,1860.442095086923,legacy_rescaled,823.0576672385506,legacy_rescaled,-200.03
AUROPHARMA,2005,1315.1501718290738,legacy_rescaled,2.534015516714479,legacy_rescaled,678.2465132507675,legacy_rescaled,2129.7509508088506,legacy_rescaled,1034.0145062445215,legacy_rescaled,-272.32
AUROPHARMA,2006,1561.2339462724353,legacy_rescaled,45.6222557399028,legacy_rescaled,814.8378249471026,legacy_rescaled,2689.4385727278486,legacy_rescaled,1373.0494261183576,legacy_rescaled,-252.59
AUROPHARMA,2007,2104.4822786383806,legacy_rescaled,191.5177002927868,legacy_rescaled,885.9985083083385,legacy_rescaled,3506.4851011434307,legacy_rescaled,2078.1088614517857,legacy_rescaled,-347.26
AUROPHARMA,2008,2426.1572125021494,legacy_rescaled,238.197458571161,legacy_rescaled,1124.0307941497517,legacy_rescaled,3634.364557790863,legacy_rescaled,1908.371404811316,legacy_rescaled,-244.35
AUROPHARMA,2009,3038.026597380707,legacy_rescaled,60.407338400417984,legacy_rescaled,1241.2719200248403,legacy_rescaled,4224.2820512648495,legacy_rescaled,2332.9350431160424,legacy_rescaled,-478.83
AUROPHARMA,2010,3523.9240500964297,legacy_rescaled,553.542720255523,legacy_rescaled,1829.09756495741,legacy_rescaled,4787.119659799733,legacy_rescaled,2154.5277163855944,legacy_rescaled,-400.07
AUROPHARMA,2011,4381.547204356717,legacy_rescaled,569.3354232592986,legacy_rescaled,2444.853478106384,legacy_rescaled,5867.905067603757,legacy_rescaled,2414.2138252283166,legacy_rescaled,-625.0799999999999
AUROPHARMA,2012,4627.470976345954,legacy_rescaled,186.09051745383925,legacy_rescaled,2339.672468045468,legacy_rescaled,6233.753513134435,legacy_rescaled,3095.893610884272,legacy_rescaled,-566.5600000000001
AUROPHARMA,2013,5855.4098105238345,legacy_rescaled,298.6147734106212,legacy_rescaled,2605.7850235437604,legacy_rescaled,7272.819098203622,legacy_rescaled,3435.408523565858,legacy_rescaled,-267.58
AUROPHARMA,2014,8099.914236827851,legacy_rescaled,1172.3213754078806,legacy_rescaled,3750.186013309987,legacy_rescaled,9489.729678676144,legacy_rescaled,3769.083523753156,legacy_rescaled,-374.05
AUROPHARMA,2015,12103.0,vistas,1571.0,vistas,5156.0,vistas,12910.0,vistas,4451.0,vistas,-745.9
AUROPHARMA,2016,13772.0,vistas,2024.0,vistas,7288.0,vistas,15896.0,vistas,5041.0,vistas,-1565.67
AUROPHARMA,2017,14910.0,vistas,2301.0,vistas,9372.0,vistas,16200.0,vistas,3364.0,vistas,-1684.6100000000001
AUROPHARMA,2018,16463.0,vistas,2423.0,vistas,11681.0,vistas,20942.0,vistas,4770.0,vistas,-1876.16
AUROPHARMA,2019,19564.0,vistas,2364.0,vistas,13891.0,vistas,26271.0,vistas,6967.0,vistas,-1645.1799999999998
AUROPHARMA,2020,23099.0,vistas,2844.0,vistas,16825.0,vistas,28765.0,vistas,5826.0,vistas,-1401.74
AUROPHARMA,2021,24775.0,vistas,5334.0,vistas,21930.0,vistas,33416.0,vistas,5339.0,vistas,1074.06
AUROPHARMA,2022,23455.0,vistas,2647.0,vistas,24576.0,vistas,33638.0,vistas,2851.0,vistas,-2294.41
AUROPHARMA,2023,24855.0,vistas,1928.0,vistas,26840.0,vistas,39505.0,vistas,5286.0,vistas,-2737.36
AUROPHARMA,2024,29002.0,vistas,3169.0,vistas,29843.0,vistas,44717.0,vistas,6648.0,vistas,-3523.16
AUROPHARMA,2025,31724.0,vistas,3484.0,vistas,32653.0,vistas,49482.0,vistas,8263.0,vistas,-2528.1
AUROPHARMA,2026,33653.0,vistas,3503.0,vistas,37891.0,vistas,58502.0,vistas,8073.0,vistas,
AURUM,2015,0.0,vistas,-0.0,vistas,0.05,vistas,0.0,vistas,0.0,vistas,
AURUM,2016,757.0,vistas,7.0,vistas,276.0,vistas,674.0,vistas,93.0,vistas,
AURUM,2017,826.0,vistas,7.0,vistas,293.0,vistas,654.0,vistas,85.0,vistas,
AURUM,2018,806.0,vistas,3.0,vistas,543.0,vistas,935.0,vistas,92.0,vistas,
AURUM,2019,988.0,vistas,72.0,vistas,677.0,vistas,1112.0,vistas,4.0,vistas,
AURUM,2020,10.0,vistas,90.0,vistas,698.0,vistas,1248.0,vistas,1.0,vistas,
AURUM,2021,10.0,vistas,2413.0,vistas,175.0,vistas,190.0,vistas,0.0,vistas,
AURUM,2022,16.0,vistas,-13.0,vistas,168.0,vistas,221.0,vistas,8.0,vistas,
AURUM,2023,127.0,vistas,-40.0,vistas,223.0,vistas,392.0,vistas,99.0,vistas,
AURUM,2024,214.0,vistas,-66.0,vistas,180.0,vistas,644.0,vistas,323.0,vistas,
AURUM,2025,264.0,vistas,-41.0,vistas,275.0,vistas,675.0,vistas,273.0,vistas,
AURUM,2026,381.0,vistas,1.0,vistas,506.0,vistas,948.0,vistas,225.0,vistas,
AUSOMENT,2017,295.0,vistas,8.0,vistas,50.0,vistas,90.0,vistas,39.0,vistas,
AUSOMENT,2018,354.0,vistas,19.0,vistas,69.0,vistas,124.0,vistas,35.0,vistas,
AUSOMENT,2019,448.0,vistas,10.0,vistas,79.0,vistas,743.0,vistas,341.0,vistas,
AUSOMENT,2020,1098.0,vistas,18.0,vistas,97.0,vistas,400.0,vistas,252.0,vistas,
