sym,fy,sales,sales_src,pat,pat_src,networth,networth_src,total_assets,total_assets_src,total_debt,total_debt_src,capex
20MICRONS,2015,356.0,vistas,-2.0,vistas,71.0,vistas,333.0,vistas,165.0,vistas,
20MICRONS,2016,357.0,vistas,11.0,vistas,88.0,vistas,334.0,vistas,163.0,vistas,
20MICRONS,2017,392.0,vistas,16.0,vistas,125.0,vistas,363.0,vistas,152.0,vistas,
20MICRONS,2018,427.0,vistas,19.0,vistas,144.0,vistas,376.0,vistas,134.0,vistas,
20MICRONS,2019,480.0,vistas,25.0,vistas,168.0,vistas,404.0,vistas,124.0,vistas,
20MICRONS,2020,529.0,vistas,24.0,vistas,188.0,vistas,444.0,vistas,119.0,vistas,
20MICRONS,2021,484.0,vistas,23.0,vistas,215.0,vistas,452.0,vistas,104.0,vistas,
20MICRONS,2022,613.0,vistas,35.0,vistas,252.0,vistas,514.0,vistas,123.0,vistas,
20MICRONS,2023,702.0,vistas,42.0,vistas,294.0,vistas,523.0,vistas,108.0,vistas,
20MICRONS,2024,777.0,vistas,56.0,vistas,353.0,vistas,588.0,vistas,121.0,vistas,
20MICRONS,2025,913.0,vistas,62.0,vistas,430.0,vistas,715.0,vistas,165.0,vistas,
20MICRONS,2026,954.0,vistas,67.0,vistas,484.0,vistas,756.0,vistas,156.0,vistas,
21STCENMGM,2015,37.0,vistas,24.0,vistas,54.0,vistas,95.0,vistas,20.0,vistas,
21STCENMGM,2016,-6.0,vistas,-7.0,vistas,47.0,vistas,67.0,vistas,0.0,vistas,
21STCENMGM,2017,10.0,vistas,6.0,vistas,53.0,vistas,74.0,vistas,0.0,vistas,
21STCENMGM,2018,28.0,vistas,6.0,vistas,60.0,vistas,81.0,vistas,2.0,vistas,
21STCENMGM,2019,-2.0,vistas,-6.0,vistas,50.0,vistas,55.0,vistas,0.0,vistas,
21STCENMGM,2020,-31.0,vistas,-32.0,vistas,18.0,vistas,28.0,vistas,8.0,vistas,
21STCENMGM,2021,7.0,vistas,5.0,vistas,23.0,vistas,25.0,vistas,0.0,vistas,
21STCENMGM,2022,260.0,vistas,15.0,vistas,30.0,vistas,33.0,vistas,1.0,vistas,
21STCENMGM,2023,-9.0,vistas,-18.0,vistas,20.0,vistas,38.0,vistas,10.0,vistas,
21STCENMGM,2024,39.0,vistas,32.0,vistas,53.0,vistas,56.0,vistas,0.0,vistas,
21STCENMGM,2025,113.0,vistas,12.0,vistas,51.0,vistas,57.0,vistas,0.0,vistas,
21STCENMGM,2026,-17.0,vistas,-24.0,vistas,33.0,vistas,40.0,vistas,0.0,vistas,
360ONE,2014,,,40.91765727009666,legacy_rescaled,100.82692205081712,legacy_rescaled,163.90052464300717,legacy_rescaled,,,
360ONE,2015,,,99.15009157215214,legacy_rescaled,171.63178300298785,legacy_rescaled,502.1716074434344,legacy_rescaled,,,
360ONE,2016,,,103.37881598584646,legacy_rescaled,1139.4382256280398,legacy_rescaled,1350.3843225590238,legacy_rescaled,,,
360ONE,2017,,,86.47391531549869,legacy_rescaled,1273.4874284815567,legacy_rescaled,1961.0062771503176,legacy_rescaled,,,
360ONE,2018,1705.0,vistas,380.0,vistas,1863.0,vistas,9567.0,vistas,6966.0,vistas,
360ONE,2019,1578.0,vistas,375.0,vistas,2911.0,vistas,9763.0,vistas,6103.0,vistas,
360ONE,2020,1521.0,vistas,201.0,vistas,2991.0,vistas,13021.0,vistas,8838.0,vistas,
360ONE,2021,1654.0,vistas,369.0,vistas,2828.0,vistas,8739.0,vistas,5077.0,vistas,
360ONE,2022,2072.0,vistas,578.0,vistas,3024.0,vistas,10734.0,vistas,5808.0,vistas,
360ONE,2023,2057.0,vistas,658.0,vistas,3122.0,vistas,11191.0,vistas,6784.0,vistas,
360ONE,2024,2921.0,vistas,804.0,vistas,3450.0,vistas,15114.0,vistas,9472.0,vistas,
360ONE,2025,3684.0,vistas,1015.0,vistas,7065.0,vistas,19768.0,vistas,11160.0,vistas,
360ONE,2026,4362.0,vistas,1216.0,vistas,9836.0,vistas,27201.0,vistas,15931.0,vistas,
3BBLACKBIO,2015,19.0,vistas,0.0,vistas,10.0,vistas,25.0,vistas,8.0,vistas,
3BBLACKBIO,2016,17.0,vistas,0.0,vistas,10.0,vistas,24.0,vistas,8.0,vistas,
3BBLACKBIO,2017,16.0,vistas,1.0,vistas,11.0,vistas,26.0,vistas,9.0,vistas,
3BBLACKBIO,2018,23.0,vistas,3.0,vistas,18.0,vistas,30.0,vistas,6.0,vistas,
3BBLACKBIO,2019,23.0,vistas,5.0,vistas,22.0,vistas,36.0,vistas,6.0,vistas,
3BBLACKBIO,2020,29.0,vistas,8.0,vistas,32.0,vistas,45.0,vistas,4.0,vistas,
3BBLACKBIO,2021,227.0,vistas,114.0,vistas,132.0,vistas,194.0,vistas,2.0,vistas,
3BBLACKBIO,2022,81.0,vistas,32.0,vistas,153.0,vistas,192.0,vistas,3.0,vistas,
3BBLACKBIO,2023,62.0,vistas,26.0,vistas,194.0,vistas,214.0,vistas,2.0,vistas,
3BBLACKBIO,2024,74.0,vistas,32.0,vistas,223.0,vistas,248.0,vistas,1.0,vistas,
3BBLACKBIO,2025,96.0,vistas,48.0,vistas,269.0,vistas,296.0,vistas,0.0,vistas,
3BBLACKBIO,2026,142.0,vistas,60.0,vistas,325.0,vistas,378.0,vistas,3.0,vistas,
3IINFOLTD,2015,1344.0,vistas,-976.0,vistas,-416.0,vistas,2655.0,vistas,2510.0,vistas,
3IINFOLTD,2016,1126.0,vistas,-552.0,vistas,111.0,vistas,1342.0,vistas,925.0,vistas,
3IINFOLTD,2017,1004.0,vistas,94.0,vistas,178.0,vistas,1383.0,vistas,929.0,vistas,
3IINFOLTD,2018,991.0,vistas,71.0,vistas,251.0,vistas,1370.0,vistas,848.0,vistas,
3IINFOLTD,2019,1122.0,vistas,68.0,vistas,324.0,vistas,1492.0,vistas,894.0,vistas,
3IINFOLTD,2020,698.0,vistas,68.0,vistas,392.0,vistas,1529.0,vistas,902.0,vistas,
3IINFOLTD,2021,609.0,vistas,391.0,vistas,753.0,vistas,1486.0,vistas,569.0,vistas,
3IINFOLTD,2022,677.0,vistas,-57.0,vistas,704.0,vistas,960.0,vistas,119.0,vistas,
3IINFOLTD,2023,729.0,vistas,1.0,vistas,642.0,vistas,972.0,vistas,99.0,vistas,
3IINFOLTD,2024,814.0,vistas,-314.0,vistas,293.0,vistas,652.0,vistas,84.0,vistas,
3IINFOLTD,2025,726.0,vistas,25.0,vistas,307.0,vistas,573.0,vistas,64.0,vistas,
3IINFOLTD,2026,693.0,vistas,35.0,vistas,381.0,vistas,662.0,vistas,62.0,vistas,
3MINDIA,2000,110.65660198487149,legacy_rescaled,0.7802984748264363,legacy_rescaled,45.042217836708836,legacy_rescaled,107.17241082066235,legacy_rescaled,27.026347021125087,legacy_rescaled,-1.81
3MINDIA,2001,197.98181197419797,legacy_rescaled,10.82414038156672,legacy_rescaled,55.790360827710394,legacy_rescaled,150.9293122716064,legacy_rescaled,43.92404462378352,legacy_rescaled,-20.07
3MINDIA,2002,219.0730703190777,legacy_rescaled,13.875307494670091,legacy_rescaled,69.58797694639146,legacy_rescaled,159.17872810730768,legacy_rescaled,34.54308093994778,legacy_rescaled,-2.59
3MINDIA,2003,208.7824563613341,legacy_rescaled,17.876838134805663,legacy_rescaled,84.47540477299734,legacy_rescaled,165.71826502433635,legacy_rescaled,3.509138381201044,legacy_rescaled,-2.26
3MINDIA,2004,226.34350408708508,legacy_rescaled,24.409336904826983,legacy_rescaled,109.44109132977025,legacy_rescaled,198.82592057828415,legacy_rescaled,0.0,legacy_rescaled,1.02
3MINDIA,2005,256.1552827149117,legacy_rescaled,25.53976931066528,legacy_rescaled,134.96668114933024,legacy_rescaled,254.00201340422325,legacy_rescaled,0.0,legacy_rescaled,-11.31
3MINDIA,2006,378.0725565330381,legacy_rescaled,38.33466353249877,legacy_rescaled,173.38004428554228,legacy_rescaled,328.3867460124437,legacy_rescaled,0.0,legacy_rescaled,-3.77
3MINDIA,2007,504.8901227119947,legacy_rescaled,50.43929371890887,legacy_rescaled,223.79133448147704,legacy_rescaled,313.15782441514307,legacy_rescaled,0.0,legacy_rescaled,-21.45
3MINDIA,2008,608.4463010719896,legacy_rescaled,67.89597113650031,legacy_rescaled,290.2598503923406,legacy_rescaled,398.45178451033337,legacy_rescaled,0.0,legacy_rescaled,-58.129999999999995
3MINDIA,2009,742.5142998256442,legacy_rescaled,56.68168151752036,legacy_rescaled,347.6999261907629,legacy_rescaled,476.86623176314487,legacy_rescaled,0.0,legacy_rescaled,-49.39
3MINDIA,2010,1086.9248480187746,legacy_rescaled,92.89553381074728,legacy_rescaled,440.52388854281725,legacy_rescaled,609.9768058296365,legacy_rescaled,0.0,legacy_rescaled,-54.669999999999995
3MINDIA,2011,1191.4810860442453,legacy_rescaled,98.91783742415132,legacy_rescaled,539.3068213345338,legacy_rescaled,750.9968198064793,legacy_rescaled,12.102539757892238,legacy_rescaled,-121.65
3MINDIA,2012,1405.1838359597189,legacy_rescaled,64.95484611600067,legacy_rescaled,604.0656326393869,legacy_rescaled,921.2747619472759,legacy_rescaled,75.69570377403275,legacy_rescaled,-71.08
3MINDIA,2013,1574.2239212150541,legacy_rescaled,52.51008582517903,legacy_rescaled,656.326603257029,legacy_rescaled,1062.654750433313,legacy_rescaled,173.18395442677425,legacy_rescaled,-140.96
3MINDIA,2014,1742.443957544699,legacy_rescaled,43.39659979227027,legacy_rescaled,699.3091769484853,legacy_rescaled,1087.6629795303904,legacy_rescaled,120.56681699501542,legacy_rescaled,-47.22
3MINDIA,2015,1840.4098023746858,legacy_rescaled,108.64155687968075,legacy_rescaled,807.5804703899327,legacy_rescaled,1128.0201217278334,legacy_rescaled,14.265843816757654,legacy_rescaled,-4.970000000000001
3MINDIA,2016,2139.727660251523,legacy_rescaled,194.96457661400535,legacy_rescaled,987.9093140975643,legacy_rescaled,1428.698829824243,legacy_rescaled,11.125563731307855,legacy_rescaled,-10.43
3MINDIA,2017,2363.120988325455,legacy_rescaled,240.8921445361614,legacy_rescaled,1226.1881455036566,legacy_rescaled,1931.3932326220743,legacy_rescaled,9.749821979586992,legacy_rescaled,-13.87
3MINDIA,2018,2710.0,vistas,333.0,vistas,1066.0,vistas,2311.0,vistas,10.0,vistas,-17.53
3MINDIA,2019,3017.0,vistas,366.0,vistas,1433.0,vistas,2118.0,vistas,14.0,vistas,-625.87
3MINDIA,2020,2987.0,vistas,322.0,vistas,1751.0,vistas,2371.0,vistas,42.0,vistas,-21.14
3MINDIA,2021,2605.0,vistas,162.0,vistas,1910.0,vistas,2652.0,vistas,23.0,vistas,-39.120000000000005
3MINDIA,2022,3336.0,vistas,272.0,vistas,2183.0,vistas,3006.0,vistas,25.0,vistas,-68.26
3MINDIA,2023,3959.0,vistas,451.0,vistas,1677.0,vistas,2714.0,vistas,27.0,vistas,-59.629999999999995
3MINDIA,2024,4189.0,vistas,583.0,vistas,2147.0,vistas,3248.0,vistas,18.0,vistas,-30.63
3MINDIA,2025,4445.825246451562,legacy_rescaled,476.2521729623353,legacy_rescaled,1846.1810263148252,legacy_rescaled,3014.37654353294,legacy_rescaled,8.104913363399003,legacy_rescaled,-54.88
3PLAND,2015,205.25,vistas,-0.78,vistas,19.2,vistas,116.76,vistas,74.18,vistas,
3PLAND,2016,0.44,vistas,0.18,vistas,4.88,vistas,21.86,vistas,16.38,vistas,
3PLAND,2017,0.33,vistas,-0.17,vistas,4.71,vistas,23.13,vistas,18.01,vistas,
3PLAND,2018,0.26,vistas,-0.07,vistas,4.640000000000001,vistas,19.88,vistas,15.05,vistas,
3PLAND,2019,1.84,vistas,-0.2,vistas,37.480000000000004,vistas,40.02,vistas,2.37,vistas,
3PLAND,2020,1.85,vistas,3.69,vistas,29.3,vistas,29.32,vistas,0.0,vistas,
3PLAND,2021,1.41,vistas,-0.14,vistas,46.620000000000005,vistas,46.72,vistas,0.0,vistas,
3PLAND,2022,2.15,vistas,1.15,vistas,66.74,vistas,68.49,vistas,0.0,vistas,
3PLAND,2023,2.52,vistas,1.54,vistas,66.06,vistas,67.49,vistas,0.0,vistas,
3PLAND,2024,3.56,vistas,1.81,vistas,98.72,vistas,104.36,vistas,0.0,vistas,
3PLAND,2025,4.47,vistas,2.09,vistas,139.7,vistas,153.49,vistas,0.0,vistas,
3PLAND,2026,4.67,vistas,2.18,vistas,104.66,vistas,112.32,vistas,0.0,vistas,
5PAISA,2017,7.0,vistas,-12.0,vistas,89.0,vistas,109.0,vistas,0.0,vistas,
5PAISA,2018,20.0,vistas,-25.0,vistas,63.0,vistas,131.0,vistas,16.0,vistas,
5PAISA,2019,61.0,vistas,-19.0,vistas,45.0,vistas,282.0,vistas,92.0,vistas,
5PAISA,2020,108.0,vistas,-8.0,vistas,138.0,vistas,624.0,vistas,219.0,vistas,
5PAISA,2021,195.0,vistas,15.0,vistas,157.0,vistas,867.0,vistas,234.0,vistas,
5PAISA,2022,298.0,vistas,14.0,vistas,374.0,vistas,1609.0,vistas,279.0,vistas,
5PAISA,2023,338.0,vistas,44.0,vistas,464.0,vistas,1642.0,vistas,169.0,vistas,
5PAISA,2024,395.0,vistas,54.0,vistas,540.0,vistas,2048.0,vistas,336.0,vistas,
5PAISA,2025,360.0,vistas,68.0,vistas,603.0,vistas,1667.0,vistas,217.0,vistas,
5PAISA,2026,320.0,vistas,44.0,vistas,649.0,vistas,1907.0,vistas,379.0,vistas,
63MOONS,2015,210.0,vistas,426.0,vistas,2928.0,vistas,3962.0,vistas,486.0,vistas,
63MOONS,2016,205.0,vistas,328.0,vistas,3141.0,vistas,3977.0,vistas,509.0,vistas,
63MOONS,2017,218.0,vistas,23.0,vistas,3166.0,vistas,3975.0,vistas,498.0,vistas,
63MOONS,2018,322.0,vistas,12.0,vistas,3203.0,vistas,3591.0,vistas,101.0,vistas,
63MOONS,2019,261.0,vistas,-35.0,vistas,3177.0,vistas,3457.0,vistas,4.0,vistas,
63MOONS,2020,212.0,vistas,-46.0,vistas,3131.0,vistas,3400.0,vistas,0.0,vistas,
63MOONS,2021,160.0,vistas,-63.0,vistas,3091.0,vistas,3342.0,vistas,0.0,vistas,
63MOONS,2022,160.0,vistas,-56.0,vistas,3096.0,vistas,3368.0,vistas,0.0,vistas,
63MOONS,2023,290.0,vistas,-27.0,vistas,3115.0,vistas,3466.0,vistas,4.0,vistas,
63MOONS,2024,369.0,vistas,210.0,vistas,3347.0,vistas,3647.0,vistas,5.0,vistas,
63MOONS,2025,47.0,vistas,-47.0,vistas,3414.0,vistas,3677.0,vistas,3.0,vistas,
63MOONS,2026,212.0,vistas,-54.0,vistas,3552.0,vistas,3887.0,vistas,3.0,vistas,
A2ZINFRA,2014,699.0,vistas,-247.0,vistas,917.0,vistas,2811.0,vistas,1409.0,vistas,
A2ZINFRA,2015,594.0,vistas,-209.0,vistas,712.0,vistas,2784.0,vistas,1519.0,vistas,
A2ZINFRA,2016,1349.0,vistas,-132.0,vistas,491.0,vistas,3316.0,vistas,1590.0,vistas,
A2ZINFRA,2017,996.0,vistas,-306.0,vistas,359.0,vistas,3204.0,vistas,1645.0,vistas,
A2ZINFRA,2018,709.0,vistas,-87.0,vistas,372.0,vistas,2944.0,vistas,1260.0,vistas,
A2ZINFRA,2019,869.0,vistas,287.0,vistas,685.0,vistas,2175.0,vistas,434.0,vistas,
A2ZINFRA,2020,700.0,vistas,-278.0,vistas,413.0,vistas,1993.0,vistas,477.0,vistas,
A2ZINFRA,2021,415.0,vistas,-81.0,vistas,338.0,vistas,1872.0,vistas,527.0,vistas,
A2ZINFRA,2022,353.0,vistas,-180.0,vistas,159.0,vistas,1427.0,vistas,394.0,vistas,
A2ZINFRA,2023,349.0,vistas,-126.0,vistas,38.0,vistas,991.0,vistas,313.0,vistas,
A2ZINFRA,2024,388.0,vistas,-7.0,vistas,32.0,vistas,683.0,vistas,198.0,vistas,
A2ZINFRA,2025,336.0,vistas,1.0,vistas,44.0,vistas,484.0,vistas,91.0,vistas,
AADHARHFC,2000,,,3.0061980436506768,legacy_rescaled,17.7811884938466,legacy_rescaled,166.18287227506684,legacy_rescaled,,,
AADHARHFC,2001,,,2.237170637135388,legacy_rescaled,19.33129210270274,legacy_rescaled,183.98317993240337,legacy_rescaled,,,
AADHARHFC,2002,,,2.926299092324413,legacy_rescaled,25.431699853684982,legacy_rescaled,204.1935292444692,legacy_rescaled,,,
AADHARHFC,2003,,,4.694063390418001,legacy_rescaled,30.172016696251514,legacy_rescaled,201.44348171313914,legacy_rescaled,,,
AADHARHFC,2004,,,3.185970684134771,legacy_rescaled,31.252088888228695,legacy_rescaled,149.3225808648031,legacy_rescaled,,,
AADHARHFC,2005,,,4.434391798607644,legacy_rescaled,36.50243982145112,legacy_rescaled,150.24259676619354,legacy_rescaled,,,
AADHARHFC,2006,,,4.684076021502218,legacy_rescaled,38.86259757429015,legacy_rescaled,210.93364573943822,legacy_rescaled,,,
AADHARHFC,2007,,,5.493052903680639,legacy_rescaled,42.102814150221704,legacy_rescaled,280.2348435289564,legacy_rescaled,,,
AADHARHFC,2008,,,5.233381311870282,legacy_rescaled,44.65298460350116,legacy_rescaled,340.5958867984415,legacy_rescaled,,,
AADHARHFC,2009,,,6.322004523690627,legacy_rescaled,48.60324863897327,legacy_rescaled,351.33607242989063,legacy_rescaled,,,
AADHARHFC,2010,,,8.549187791910231,legacy_rescaled,65.63438699950237,legacy_rescaled,449.3977673107009,legacy_rescaled,,,
AADHARHFC,2011,,,12.094703757013189,legacy_rescaled,74.51498057798145,legacy_rescaled,630.1308910697143,legacy_rescaled,,,
AADHARHFC,2012,,,12.294451135328849,legacy_rescaled,80.56538498674253,legacy_rescaled,799.703821937948,legacy_rescaled,,,
AADHARHFC,2013,,,21.34300737302823,legacy_rescaled,95.45638030020574,legacy_rescaled,1025.897731433058,legacy_rescaled,,,
AADHARHFC,2014,,,26.216843403930323,legacy_rescaled,115.22770181445473,legacy_rescaled,1233.9513273942302,legacy_rescaled,,,
AADHARHFC,2015,,,28.334165614076316,legacy_rescaled,131.7688074212164,legacy_rescaled,1386.2239592471876,legacy_rescaled,,,
AADHARHFC,2016,,,26.686249742972123,legacy_rescaled,146.8298140982316,legacy_rescaled,1579.097292835418,legacy_rescaled,,,
AADHARHFC,2017,,,23.180683253532298,legacy_rescaled,153.74027599319672,legacy_rescaled,1934.8034407969133,legacy_rescaled,,,
AADHARHFC,2018,,,114.06574038715742,legacy_rescaled,717.8279795901693,legacy_rescaled,7801.604841543902,legacy_rescaled,,,
AADHARHFC,2019,,,162.0,vistas,859.0,vistas,9480.0,vistas,,,
AADHARHFC,2020,,,189.0,vistas,2347.0,vistas,12366.0,vistas,,,
AADHARHFC,2021,,,340.0,vistas,2693.0,vistas,13630.0,vistas,,,
AADHARHFC,2022,,,445.0,vistas,3147.0,vistas,14376.0,vistas,,,
AADHARHFC,2023,,,545.0,vistas,3698.0,vistas,16618.0,vistas,,,
AADHARHFC,2024,,,750.0,vistas,4450.0,vistas,19093.0,vistas,,,
AADHARHFC,2025,,,912.0,vistas,6372.0,vistas,23224.0,vistas,,,
AADHARHFC,2026,,,1096.0,vistas,7541.0,vistas,27399.0,vistas,,,
AAKASH,2023,93.0,vistas,5.0,vistas,52.0,vistas,83.0,vistas,24.0,vistas,
AAKASH,2024,92.0,vistas,6.0,vistas,60.0,vistas,87.0,vistas,14.0,vistas,
AARTECH,2018,9.79,vistas,0.76,vistas,17.5,vistas,19.75,vistas,-0.01,vistas,
AARTECH,2019,14.04,vistas,0.51,vistas,25.25,vistas,28.32,vistas,1.1,vistas,
AARTECH,2020,10.1,vistas,-0.19,vistas,24.72,vistas,29.88,vistas,2.36,vistas,
AARTECH,2021,10.96,vistas,0.26,vistas,25.0,vistas,28.66,vistas,1.11,vistas,
AARTECH,2022,16.34,vistas,2.8,vistas,27.38,vistas,32.05,vistas,0.65,vistas,
AARTECH,2023,21.69,vistas,1.42,vistas,28.87,vistas,36.67,vistas,2.69,vistas,
AARTECH,2024,32.74,vistas,1.32,vistas,29.53,vistas,40.96,vistas,4.15,vistas,
AARTECH,2025,36.35,vistas,2.76,vistas,31.46,vistas,42.8,vistas,5.64,vistas,
AARTECH,2026,40.88,vistas,3.97,vistas,35.11,vistas,50.63,vistas,5.62,vistas,
AARTIDRUGS,2000,,,,,,,124.12162673288493,legacy_rescaled,,,-5.57
AARTIDRUGS,2001,,,,,,,142.35892713249683,legacy_rescaled,,,-10.37
AARTIDRUGS,2002,,,,,,,156.18688023154468,legacy_rescaled,,,-11.200000000000001
AARTIDRUGS,2003,177.73782238875364,legacy_rescaled,11.517752633632462,legacy_rescaled,58.47,legacy_rescaled,180.32330740515383,legacy_rescaled,83.56234911563284,legacy_rescaled,-10.540000000000001
AARTIDRUGS,2004,220.62212254647227,legacy_rescaled,12.077643386656263,legacy_rescaled,66.49,legacy_rescaled,242.29413409199296,legacy_rescaled,106.8257870621274,legacy_rescaled,-22.009999999999998
AARTIDRUGS,2005,233.07337107640691,legacy_rescaled,14.057257120561843,legacy_rescaled,76.57,legacy_rescaled,286.4775937772369,legacy_rescaled,141.30088190372962,legacy_rescaled,-49.36
AARTIDRUGS,2006,253.5354228774079,legacy_rescaled,13.407383925087789,legacy_rescaled,87.96,legacy_rescaled,367.41561282047064,legacy_rescaled,189.86805931911118,legacy_rescaled,-44.5
AARTIDRUGS,2007,289.50903007594195,legacy_rescaled,13.777311744049943,legacy_rescaled,100.12,legacy_rescaled,366.265783025539,legacy_rescaled,199.2094398186924,legacy_rescaled,-23.29
AARTIDRUGS,2008,312.3913245630829,legacy_rescaled,13.867294186500196,legacy_rescaled,111.53,legacy_rescaled,416.57833544376655,legacy_rescaled,216.86204857860767,legacy_rescaled,-19.93
AARTIDRUGS,2009,382.14831933922267,legacy_rescaled,16.176843542723372,legacy_rescaled,123.45,legacy_rescaled,403.17032018286767,legacy_rescaled,192.2384096171848,legacy_rescaled,-19.57
AARTIDRUGS,2010,478.5579866714073,legacy_rescaled,28.434451814280145,legacy_rescaled,146.45,legacy_rescaled,419.08796395270434,legacy_rescaled,188.84790855791493,legacy_rescaled,-25.76
AARTIDRUGS,2011,501.1002470621484,legacy_rescaled,23.84534724931721,legacy_rescaled,163.16,legacy_rescaled,523.382525612985,legacy_rescaled,267.5295363846874,legacy_rescaled,-68.06
AARTIDRUGS,2012,659.3261129192534,legacy_rescaled,23.295454545454547,legacy_rescaled,176.48,legacy_rescaled,612.5193310200792,legacy_rescaled,272.5302754101591,legacy_rescaled,-47.26
AARTIDRUGS,2013,825.8228081211424,legacy_rescaled,45.68108661724542,legacy_rescaled,207.61,legacy_rescaled,719.6134782680195,legacy_rescaled,295.733704488348,legacy_rescaled,-60.0
AARTIDRUGS,2014,971.8374495163598,legacy_rescaled,60.868123293016005,legacy_rescaled,250.91,legacy_rescaled,849.6142347349899,legacy_rescaled,342.29058481549,legacy_rescaled,-106.46000000000001
AARTIDRUGS,2015,1097.0,vistas,77.0,vistas,308.0,vistas,1004.0,vistas,448.0,vistas,-106.98
AARTIDRUGS,2016,1140.0,vistas,69.0,vistas,357.0,vistas,1102.0,vistas,483.0,vistas,-99.66
AARTIDRUGS,2017,1195.0,vistas,82.0,vistas,400.0,vistas,1191.0,vistas,480.0,vistas,-107.11
AARTIDRUGS,2018,1244.0,vistas,82.0,vistas,456.0,vistas,1389.0,vistas,546.0,vistas,-74.53
AARTIDRUGS,2019,1561.0,vistas,90.0,vistas,544.0,vistas,1455.0,vistas,507.0,vistas,-63.06999999999999
AARTIDRUGS,2020,1806.0,vistas,141.0,vistas,652.0,vistas,1576.0,vistas,389.0,vistas,-37.14
AARTIDRUGS,2021,2155.0,vistas,280.0,vistas,913.0,vistas,1766.0,vistas,351.0,vistas,-77.34
AARTIDRUGS,2022,2489.0,vistas,205.0,vistas,1037.0,vistas,2208.0,vistas,543.0,vistas,-151.95
AARTIDRUGS,2023,2716.0,vistas,166.0,vistas,1193.0,vistas,2421.0,vistas,609.0,vistas,-164.67
AARTIDRUGS,2024,2529.0,vistas,172.0,vistas,1282.0,vistas,2432.0,vistas,564.0,vistas,-226.15
AARTIDRUGS,2025,2387.0,vistas,168.0,vistas,1369.0,vistas,2575.0,vistas,615.0,vistas,-177.10999999999999
AARTIDRUGS,2026,2565.0,vistas,195.0,vistas,1549.0,vistas,2815.0,vistas,577.0,vistas,
AARTIIND,2000,229.5466166792057,legacy_rescaled,22.206128815218054,legacy_rescaled,90.03396625402002,legacy_rescaled,217.03222293161076,legacy_rescaled,88.46123851926524,legacy_rescaled,-20.8
AARTIIND,2001,268.53094712751226,legacy_rescaled,16.246131261850877,legacy_rescaled,98.10432177628971,legacy_rescaled,263.1226950088256,legacy_rescaled,114.89160856294804,legacy_rescaled,-35.41
AARTIIND,2002,344.6898712169587,legacy_rescaled,25.792403205088995,legacy_rescaled,122.94541609762545,legacy_rescaled,324.9333280982734,legacy_rescaled,126.58177223342294,legacy_rescaled,-25.459999999999997
AARTIIND,2003,482.77978858591547,legacy_rescaled,26.223989234815583,legacy_rescaled,138.4761002687343,legacy_rescaled,378.42387597005086,legacy_rescaled,157.15220024081543,legacy_rescaled,-24.47
AARTIIND,2004,529.2430313643922,legacy_rescaled,43.908740595755084,legacy_rescaled,170.84752632274552,legacy_rescaled,458.8847000822814,legacy_rescaled,209.11292772737457,legacy_rescaled,-58.95
AARTIIND,2005,692.0793498258236,legacy_rescaled,49.683772707810874,legacy_rescaled,210.39926869025066,legacy_rescaled,575.4158936417921,legacy_rescaled,226.56317204301078,legacy_rescaled,-57.730000000000004
AARTIIND,2006,789.5451752195381,legacy_rescaled,53.7016331274084,legacy_rescaled,251.10106172078068,legacy_rescaled,692.107088840104,legacy_rescaled,307.2343014952957,legacy_rescaled,-82.78
AARTIIND,2007,712.7763398304388,legacy_rescaled,25.083369013395313,legacy_rescaled,271.9819815850919,legacy_rescaled,785.5780462073697,legacy_rescaled,337.2247213821685,legacy_rescaled,-67.10000000000001
AARTIIND,2008,891.8402982809962,legacy_rescaled,40.91846596122087,legacy_rescaled,304.2334023525266,legacy_rescaled,936.7595946697984,legacy_rescaled,431.20603718637994,legacy_rescaled,-55.59
AARTIIND,2009,1450.5990371302307,legacy_rescaled,88.91699798152791,legacy_rescaled,374.7565090973171,legacy_rescaled,1083.8611013427926,legacy_rescaled,483.58677055331543,legacy_rescaled,-70.51
AARTIIND,2010,1297.1313561733039,legacy_rescaled,70.30741941403144,legacy_rescaled,454.46002026520995,legacy_rescaled,1214.5824402434985,legacy_rescaled,438.4961392529122,legacy_rescaled,-62.66
AARTIIND,2011,1452.7887186814437,legacy_rescaled,81.72389748608477,legacy_rescaled,508.9724216925856,legacy_rescaled,1394.8642867629233,legacy_rescaled,528.3573973734319,legacy_rescaled,-63.51
AARTIIND,2012,1673.0566847692085,legacy_rescaled,104.29995718392561,legacy_rescaled,590.1359971804926,legacy_rescaled,1659.8370007203896,legacy_rescaled,627.7887894825269,legacy_rescaled,-132.33
AARTIIND,2013,2095.945183438387,legacy_rescaled,137.75815034558687,legacy_rescaled,756.2933168862065,legacy_rescaled,2176.0022874935557,legacy_rescaled,848.951885920699,legacy_rescaled,-231.39
AARTIIND,2014,2632.107208562776,legacy_rescaled,159.81014129304543,legacy_rescaled,870.7983611612847,legacy_rescaled,2670.1673489315353,legacy_rescaled,1038.944545950941,legacy_rescaled,-299.25
AARTIIND,2015,2890.0,vistas,208.0,vistas,1016.0,vistas,2938.0,vistas,1202.0,vistas,-294.69
AARTIIND,2016,3006.0,vistas,268.0,vistas,1138.0,vistas,2966.0,vistas,1292.0,vistas,-449.83000000000004
AARTIIND,2017,3163.0,vistas,328.0,vistas,1362.0,vistas,3499.0,vistas,1564.0,vistas,-529.89
