date,nav
2015-01-30,99.8575
2015-02-02,100.56989726731167
2015-02-03,100.29505469630718
2015-02-04,100.1911591782673
2015-02-05,99.21619151437098
2015-02-06,97.74611438956576
2015-02-09,96.70531615956254
2015-02-10,97.34715552204518
2015-02-11,98.97614341501236
2015-02-12,100.08801441894181
2015-02-13,101.04142039718644
2015-02-16,100.96725923484298
2015-02-18,101.8891011197726
2015-02-19,101.70725616126484
2015-02-20,101.72060840479696
2015-02-23,101.14778180265864
2015-02-24,100.76981806685022
2015-02-25,100.33901698445295
2015-02-26,99.1455290217955
2015-02-27,100.77563965110564
2015-02-28,100.74355989795542
2015-03-02,102.55439655896394
2015-03-03,103.83527133258119
2015-03-04,102.44854687345787
2015-03-05,103.04421642824875
2015-03-09,102.34694636498389
2015-03-10,102.4886785786928
2015-03-11,101.97165931765304
2015-03-12,102.91097559424576
2015-03-13,101.38141926168962
2015-03-16,101.26032904048384
2015-03-17,102.39555391173481
2015-03-18,102.95372895205067
2015-03-19,102.24857079080849
2015-03-20,100.72390539134334
2015-03-23,99.77963956080681
2015-03-24,99.23377107573134
2015-03-25,98.97405502846236
2015-03-26,97.83656255424502
2015-03-27,98.06983408954936
2015-03-30,100.15652163922977
2015-03-31,100.92709550267531
2015-04-01,103.11681402426984
2015-04-06,104.45892475138407
2015-04-07,105.63633467246315
2015-04-08,107.07765198881415
2015-04-09,107.16028664126894
2015-04-10,108.15001462844577
2015-04-13,108.76971490253801
2015-04-15,108.20751944072286
2015-04-16,107.06231346975989
2015-04-17,105.67861003761969
2015-04-20,103.56040383840089
2015-04-21,103.35766489227098
2015-04-22,103.12645183212953
2015-04-23,102.75738068268697
2015-04-24,99.99908494090862
2015-04-27,96.42742264646692
2015-04-28,97.6544457047595
2015-04-29,98.4545246248223
2015-04-30,97.81037811565176
2015-05-04,100.20746141866992
2015-05-05,100.17740327736439
2015-05-06,96.98544147603815
2015-05-07,94.80795247170916
2015-05-08,96.31762003393403
2015-05-11,97.8994685420764
2015-05-12,96.33658500178466
2015-05-13,97.5594437499918
2015-05-14,98.38610567496697
2015-05-15,99.31403585475523
2015-05-18,100.63009758703666
2015-05-19,100.82690153946173
2015-05-20,101.01544557900905
2015-05-21,100.8532365444259
2015-05-22,100.83963951439043
2015-05-25,100.25460427263988
2015-05-26,100.17399060318921
2015-05-27,100.42498448592026
2015-05-28,100.83468240100571
2015-05-29,102.41706283874166
2015-06-01,102.70415223166155
2015-06-02,100.35051887161214
2015-06-03,98.0266649703839
2015-06-04,98.40885639838955
2015-06-05,99.09661249901697
2015-06-08,97.55006391776537
2015-06-09,97.03320528286322
2015-06-10,97.8231996456581
2015-06-11,96.07762087404154
2015-06-12,95.94973049906177
2015-06-15,96.46645934584066
2015-06-16,97.2145407153529
2015-06-17,98.32924651673326
2015-06-18,99.63011827329588
2015-06-19,100.41302573602577
2015-06-22,101.83875282528436
2015-06-23,102.0568104970861
2015-06-24,101.6211326532531
2015-06-25,101.94366558425654
2015-06-26,102.38467551845436
2015-06-29,101.08933154913153
2015-06-30,102.44431068662485
2015-07-01,103.85115322302349
2015-07-02,104.34862079733276
2015-07-03,104.4372888582355
2015-07-06,106.33978054846087
2015-07-07,107.14521648516194
2015-07-08,106.22342089469032
2015-07-09,106.09217883744475
2015-07-10,107.0595000651622
2015-07-13,108.89147373015331
2015-07-14,109.48374574064883
2015-07-15,109.56490939078593
2015-07-16,110.79457109911388
2015-07-17,110.73934124304752
2015-07-20,111.02676053093302
2015-07-21,108.51151952278052
2015-07-22,109.54323821962022
2015-07-23,109.3515940688698
2015-07-24,108.46839260678152
2015-07-27,107.31634704301516
2015-07-28,107.44976594982863
2015-07-29,108.16089656824533
2015-07-30,109.31227913128077
2015-07-31,109.88359214495256
2015-08-03,110.63538044020622
2015-08-04,111.57594443684536
2015-08-05,112.71969558059172
2015-08-06,111.73200267148815
2015-08-07,111.87126805099267
2015-08-10,111.32117517903596
2015-08-11,110.84602550629755
2015-08-12,107.55294444987345
2015-08-13,105.9679217504309
2015-08-14,108.77689645907691
2015-08-17,109.4270039202875
2015-08-18,110.93319148990695
2015-08-19,111.24845673551548
2015-08-20,108.59463854605653
2015-08-21,107.6158256756868
2015-08-24,95.49070491589906
2015-08-25,96.27448567637632
2015-08-26,96.50250393343997
2015-08-27,100.4308002065317
2015-08-28,101.05160868231205
2015-08-31,101.11101780603519
2015-09-01,98.45478727070288
2015-09-02,99.09231807930745
2015-09-03,100.28756046809598
2015-09-04,96.7415908666057
2015-09-07,94.00348173005956
2015-09-08,94.43713578140182
2015-09-09,96.78599298986559
2015-09-10,96.40010532912306
2015-09-11,98.04743861617929
2015-09-14,99.34968952313181
2015-09-15,98.75036260256007
2015-09-16,98.41961889871025
2015-09-18,99.9113875049307
2015-09-21,101.78822056055859
2015-09-22,100.18012916972822
2015-09-23,101.7405978433089
2015-09-24,102.4343530468153
2015-09-28,101.49693119079613
2015-09-29,101.18321799194293
2015-09-30,102.79990703749776
2015-10-01,103.24939451063156
2015-10-05,105.69413084610152
2015-10-06,106.24278404316553
2015-10-07,106.26426910183652
2015-10-08,106.15545555358028
2015-10-09,106.03152390878282
2015-10-12,105.51423253865453
2015-10-13,105.64479506707117
2015-10-14,106.08886048249768
2015-10-15,106.3752056217912
2015-10-16,106.68526812399907
2015-10-19,108.15877188640627
2015-10-20,108.11716922400849
2015-10-21,108.42918004883686
2015-10-23,108.24040151956929
2015-10-26,106.99391938539519
2015-10-27,107.53973711086732
2015-10-28,108.33530832579902
2015-10-29,108.23437228376864
2015-10-30,106.92388720165917
2015-11-02,106.71393799050739
2015-11-03,108.1115593283513
2015-11-04,107.4471255746261
2015-11-05,105.45150134617553
2015-11-06,104.71241267241092
2015-11-09,106.03067718555067
2015-11-10,104.20059914945108
2015-11-11,105.76292993938007
2015-11-13,105.06394313004772
2015-11-16,105.72095376173382
2015-11-17,105.84408254435496
2015-11-18,104.81553831293833
2015-11-19,106.30483146639482
2015-11-20,106.97385673834665
2015-11-23,107.71182759170318
2015-11-24,108.17896393549685
2015-11-26,108.71356505034642
2015-11-27,108.73957356129053
2015-11-30,109.61713730333119
2015-12-01,110.88564963277248
2015-12-02,111.3839435174778
2015-12-03,110.5976423915931
2015-12-04,109.34731340489772
2015-12-07,109.85623451425222
2015-12-08,108.20386000188282
2015-12-09,105.18808451303038
2015-12-10,107.07102787767437
2015-12-11,105.72077870222371
2015-12-14,106.68148329628322
2015-12-15,107.73250776747261
2015-12-16,107.92539798657432
2015-12-17,110.27144205479595
2015-12-18,110.17380962995243
2015-12-21,111.50585746935818
2015-12-22,111.03082994111465
2015-12-23,111.38689008334939
2015-12-24,112.06503340219354
2015-12-28,112.73890947949535
2015-12-29,111.84509684405793
2015-12-30,111.81885799276994
2015-12-31,111.88911480580829
2016-01-01,113.11282891527333
2016-01-04,111.89199978787623
2016-01-05,113.5241721313202
2016-01-06,113.05213679451876
2016-01-07,109.14052116255336
2016-01-08,111.31956160072252
2016-01-11,111.22350775659307
2016-01-12,110.43976043791379
2016-01-13,107.2654744018941
2016-01-14,105.85046324249761
2016-01-15,101.37455446281358
2016-01-18,95.6071995655327
2016-01-19,98.61774030859895
2016-01-20,96.33230344608725
2016-01-21,97.45883318291526
2016-01-22,99.9539931160513
2016-01-25,101.08195406331507
2016-01-27,101.72260112738068
2016-01-28,101.87209970921445
2016-01-29,103.16557861340296
2016-02-01,103.92195246197164
2016-02-02,102.14338950706346
2016-02-03,99.78384026246238
2016-02-04,98.51473375189263
2016-02-05,100.15179771537923
2016-02-08,99.82080290585293
2016-02-09,98.23120826924777
2016-02-10,96.83212464998863
2016-02-11,90.6500894887809
2016-02-12,89.81669921318486
2016-02-15,93.13830267677942
2016-02-16,90.44680776570051
2016-02-17,91.01791065262826
2016-02-18,91.78459216746377
2016-02-19,91.8866478736525
2016-02-22,92.69121571791008
2016-02-23,91.48047720014091
2016-02-24,90.71929412674862
2016-02-25,90.31103177523617
2016-02-26,89.44272275897464
2016-02-29,88.94943316588612
2016-03-01,92.48795271890067
2016-03-02,94.04768030557483
2016-03-03,95.35771452133002
2016-03-04,96.22843580312068
2016-03-08,96.26517393093155
2016-03-09,96.71733626316767
2016-03-10,96.80414712968945
2016-03-11,96.33315391690797
2016-03-14,97.3377498334261
2016-03-15,96.53264672127439
2016-03-16,96.63248615339315
2016-03-17,96.39860628976739
2016-03-18,97.13972951019397
2016-03-21,97.54016749457894
2016-03-22,97.72365276364393
2016-03-23,98.21787302666823
2016-03-28,96.75803286370001
2016-03-29,96.85347261988578
2016-03-30,98.94701691001094
2016-03-31,99.04804698185322
2016-04-01,99.83196862630467
2016-04-04,100.43878997591315
2016-04-05,99.17537710786057
2016-04-06,100.35837449061316
2016-04-07,99.58128472913606
2016-04-08,100.10870182077075
2016-04-11,100.65697106207303
2016-04-12,100.83759825571795
2016-04-13,101.46503734797896
2016-04-18,102.90450810635109
2016-04-20,103.04183947513486
2016-04-21,102.23131334507829
2016-04-22,102.64048614373338
2016-04-25,102.3678564838372
2016-04-26,102.9282020853387
2016-04-27,103.11996125767922
2016-04-28,101.67248492554856
2016-04-29,101.63156496814102
2016-05-02,101.9833935748562
2016-05-03,101.1719294126567
2016-05-04,99.70157270701421
2016-05-05,99.87275352223972
2016-05-06,99.807725315481
2016-05-09,101.74563644646774
2016-05-10,101.82540527280156
2016-05-11,101.90921608362642
2016-05-12,102.9977806844425
2016-05-13,102.64805141438157
2016-05-16,102.84149862378185
2016-05-17,102.82838705648952
2016-05-18,103.66573185937945
2016-05-19,102.42655544803527
2016-05-20,101.18554955829866
2016-05-23,100.58145142591837
2016-05-24,99.84295866330493
2016-05-25,101.29681317661438
2016-05-26,101.486418183044
2016-05-27,102.46168417594856
2016-05-30,102.6441883961946
2016-05-31,101.96169841307605
2016-06-01,102.96655819409652
2016-06-02,103.62048925646147
2016-06-03,103.73236898578637
2016-06-06,104.22115313087578
2016-06-07,105.3026507231956
2016-06-08,105.94328510153414
2016-06-09,105.26848847139237
2016-06-10,105.0784546909558
2016-06-13,105.49619992062892
2016-06-14,106.01007248408109
2016-06-15,106.54181456464846
2016-06-16,105.90016592631515
2016-06-17,105.97788476961574
2016-06-20,106.41619004343575
2016-06-21,106.73448084927125
2016-06-22,105.77731179286528
2016-06-23,105.37302164547978
2016-06-24,103.69263655166338
2016-06-27,106.07556738134056
2016-06-28,106.68064552151503
2016-06-29,108.25004592293993
2016-06-30,109.31109770731798
